file,text
data/chunk_0053.wav,他为了找回幸福感就更加拼命的赚钱
data/chunk_0054.wav,更少回家于是乎
data/chunk_0055.wav,他就更觉得自己不幸福了每一个
data/chunk_0056.wav,希望自己幸福的人都应该好好的审视一下自己的心智模式
data/chunk_0057.wav,你是最想要的是钱还是家人呢?
data/chunk_0058.wav,"让有趣的生活扑面而来,不做无兴趣异族。"
data/chunk_0059.wav,你肯定也见过这样的人长得不错学习成绩也好还有一把好嗓子写的一首好文字足球啊摄影啊画画啊吉他样样精通
data/chunk_0060.wav,这些人好像什么都会精力旺盛的好像永远都用不完优秀的那是让人绝望
data/chunk_0061.wav,上天为什么这么不公平把一切美好的都赐给他了呢?
data/chunk_0062.wav,接下来这个故事
data/chunk_0063.wav,也许会告诉你答案
data/chunk_0064.wav,小强和小明去郊游
data/chunk_0065.wav,走到一个没有路牌的三叉路口
data/chunk_0066.wav,只有一条路能够到达目的地另外两条路通向未知的地方小强心想了
data/chunk_0067.wav,哪怕走错路那也比在原地待着强啊
data/chunk_0068.wav,於是他隨便挑了一條路就出發了
data/chunk_0069.wav,小明星想說你看這既然三分之二的概率都會走錯那不如就待在這算了
data/chunk_0070.wav,小强总是兴致勃勃地投入到一个又一个冒险当中而小明害怕失败对什么都提不起兴趣
data/chunk_0071.wav,这就是兴趣异族与无兴趣异族的差别
data/chunk_0072.wav,有兴趣意足觉得什么都要尝试一番有的成功有的失败那又如何呢兴趣来自于全情投入而不是结果它只是一个过程
data/chunk_0073.wav,这样的人精力丰富 心灵和物质双丰收而无兴趣异族呢
data/chunk_0074.wav,他們似乎從來沒有想過當下
data/chunk_0075.wav,总是担心说万一你看我这错了怎么办呢万一失败了呢
data/chunk_0076.wav,这样他们无法全身心地投入到当下的事情当中去那当然也没办法收获乐趣
data/chunk_0077.wav,最后他们就只能自己骗自己就说我没兴趣好了
data/chunk_0078.wav,現在如果您面臨著那三岔路口請問你會怎麼選擇
data/chunk_0079.wav,"如果你为失去太阳而哭泣,你也将失去群星。"
data/chunk_0080.wav,无兴趣异族啊往往都是没胆子的人
data/chunk_0081.wav,害怕万一失败会造成自己承受不起的损失
data/chunk_0082.wav,有这么一句话不知道您听过没有是这么说的
data/chunk_0083.wav,"害怕损失的人,损失越大"
data/chunk_0084.wav,怕痛的人越容易死
data/chunk_0085.wav,咱们先来回答一道著名餐馆的一个面试题目
data/chunk_0086.wav,如果你的餐盤就是那盘子
data/chunk_0087.wav,掉下来你又无力挽救那么你该怎么办最佳的答案是
data/chunk_0088.wav,用尽全力把餐盘抛向没有妇女和孩子的方向您答对了吗
data/chunk_0089.wav,"没错,这道题告诉我们千万别光顾着计算沉默成本"
data/chunk_0090.wav,如果已经损失了那么你能做的就是尽可能的把损失度降到最低少一点更少一点
data/chunk_0091.wav,这可能跟咱们日常的经验不大一样谁愿意轻易放弃呢
data/chunk_0092.wav,明明知道自己不适合这份工作但是我已经干了这么久了明明知道自己已经不喜欢对方但是我们毕竟在一起这么长时间了这么多年了是啊 这也没错
data/chunk_0093.wav,我们舍不得放弃已经投入的价值结果造成了最后更大的损失
data/chunk_0094.wav,如果一份工作已经确定不是你想要的你该做的那就是以最快的方式放弃它
data/chunk_0095.wav,如果一份愛情已經確定感情消耗盡了
data/chunk_0096.wav,你该做的就是以最快的速度分手
data/chunk_0097.wav,"别急着选择职业,也别总想着后面还有更好的。"
data/chunk_0098.wav,选择职业是对人生意义极为重大的事情万万马虎不得
data/chunk_0099.wav,于是有人生怕错过
data/chunk_0100.wav,以迅雷不及掩耳之事做出決定之後
data/chunk_0101.wav,追悔莫及有人总觉得后边还有更好的于是迟迟不肯下手之后也是追悔莫及
data/chunk_0102.wav,那怎么选择?
data/chunk_0103.wav,才能不後悔呢
data/chunk_0104.wav,咱们再假设一下假设你是一个王子
data/chunk_0105.wav,还是一个大财迷王子
data/chunk_0106.wav,"有一百位波斯公主远道而来向你求亲,他们……"
data/chunk_0107.wav,只会与你见一次面
data/chunk_0108.wav,打開他們的彩禮箱
data/chunk_0109.wav,公主呢都蒙着面也不说话彩礼
data/chunk_0110.wav,是你唯一的判断标准
data/chunk_0111.wav,并且你需要当场马上给出答复如果满意
data/chunk_0112.wav,那你将和这位公主洗劫连理后边的公主那连见面的机会都没了如果不愿意
data/chunk_0113.wav,公主转头就会离开
data/chunk_0114.wav,你再也没有机会再把他找回来
data/chunk_0115.wav,你很容易陷入两难的局面万一后边没有更好的呢
data/chunk_0116.wav,或者说万一后边还有更好的呢
data/chunk_0117.wav,其实啊这不过是一个数学题从概率上来讲我们能够计算出一个最好的选择策略
data/chunk_0118.wav,就是拿前面37位公主作为观察样本
data/chunk_0119.wav,千万别着急着选先好好的观察一番判断出一个大概的最佳值那么在剩下的63个人当中一旦超过这个最佳值千万别犹豫马上下手
data/chunk_0120.wav,快則有 慢則無
data/chunk_0121.wav,我们在职业当中的选择也是一样的大学生毕业的时候各种的签约要求一起来马上签
data/chunk_0122.wav,感覺害怕會後悔
data/chunk_0123.wav,一直观望又害怕会错过最好这个时候最佳的解决方法就跟这选公主一样拿出钱
data/chunk_0124.wav,37%的时间来观望
data/chunk_0125.wav,找准自己的基准线。
data/chunk_0126.wav,之後一旦超過這個基準線馬上出手簽約
data/chunk_0127.wav,点到梦想换一套房子才可怕房子可能是一个
data/chunk_0128.wav,再熟悉不過的詞兒了
data/chunk_0129.wav,不管你生活在中国的哪一个城市只要你准备成家立业那就肯定逃不开买房子这样的一个问题
data/chunk_0130.wav,如今这世道你还敢提裸婚
data/chunk_0131.wav,那保准你年年过单身节一到情人节您都抬不起头都不好意思跟别人打招呼
data/chunk_0132.wav,但偏偏有个小伙子没车没房竟然抱得美人归他21岁从
data/chunk_0133.wav,某名牌大学金融系毕业在大城市找不着工作只能灰溜溜的回老家在省会的证券公司
data/chunk_0134.wav,当一名很普通的员工一年之后
data/chunk_0135.wav,"小伙子遇到了他梦中情人,叫小苏,于是乎向他求婚。"
data/chunk_0136.wav,小苏就问他说你房子呢小伙子说
data/chunk_0137.wav,我现在有十万给你两个选择一是花这笔钱在当地买个小房子要么呢第二
data/chunk_0138.wav,就是让我拿去投资
data/chunk_0139.wav,而这个小苏呢也是一个眼光长远的主不哭
data/chunk_0140.wav,不闹选择相信小伙子于是乎两个年轻人租了个破房子就结婚了
data/chunk_0141.wav,房子能破到什么程度呢
data/chunk_0142.wav,就是晚上都能听到那天花板上的老鼠在开party
data/chunk_0143.wav,这样的生活比起买房子的版本
data/chunk_0144.wav,你肯定更加坚定了有房才结婚的信念了吧也正常但是如果我告诉你
data/chunk_0145.wav,"这两个年轻人你认识,他们叫做巴菲特和苏菲。"
data/chunk_0146.wav,那你会不会改变主意呢
data/chunk_0147.wav,"如果当年苏菲选择买房,那世界……"
data/chunk_0148.wav,再无巴菲特即便是古神呢你也得要给人家十年的发展时间呢
data/chunk_0149.wav,那么如果给你十年
data/chunk_0150.wav,你是愿意辛辛苦苦的当房奴还是愿意拿去充实
data/chunk_0151.wav,发展自己的事业呢?
data/chunk_0152.wav,安全感是個溫柔的陷阱一不小心
data/chunk_0153.wav,就会成为他的奴隶
data/chunk_0154.wav,选择买房子而不买梦想的人他们往往会说我买的不是房子而是在一个陌生城市里的安全港对
data/chunk_0155.wav,没错 问题的癥结恰恰就是安全感安全感是一个很强大的主人他把囚禁的奴隶与世界隔绝
data/chunk_0156.wav,"命令他们哪儿都不许去,什么都不敢做。"
data/chunk_0157.wav,这里边就有一位被安全感禁锢的奴隶
data/chunk_0158.wav,他在小城市里面教书工资不高但这工作很稳定他不甘心一辈子都这么过就想去城市里边闯一闯但是又害怕城市不好找工作
data/chunk_0159.wav,他就想通过考研摆脱现状但是又担心你说我这夫妻一年我考不上怎么办呢
data/chunk_0160.wav,"想谈一场恋爱,又害怕呢,对方成为自己未来发展的阻碍。"
data/chunk_0161.wav,这位姑娘啊太擅长玩我想
data/chunk_0162.wav,但是的遊戲了
data/chunk_0163.wav,内心安全感的缺乏让他只好向外界寻求寄托让他的自信一点点的被摧毁从而陷入那种什么都想做但什么都做不到的恐惧当中孟子说过生于忧患死于安乐如果要害一个人
data/chunk_0164.wav,那就给他提供一个无需努力就可以获得安全感一份养老一样的工作一张随便刷的卡一对溺爱的父母啊随便哪样都行都可以足以把它熏化成为安全感的奴隶
data/chunk_0165.wav,六招快速提升安全感你值得拥有
data/chunk_0166.wav,"但凡是成功人士,必是内心有着强大安全感的人。"
data/chunk_0167.wav,那么问题来了 安全感怎么提升呢六招妙计
data/chunk_0168.wav,交给您拿走不用谢一般人我不会告诉他
data/chunk_0169.wav,首先呢小范围的冒一冒险
data/chunk_0170.wav,给希望渺茫的职位打个电话推销一下自己那顶多也就是浪费点口水而已又不会死对不对然后呢
data/chunk_0171.wav,那些特别容易获得安全感的事情比如说一张可以随便刷的卡赶紧扔掉
data/chunk_0172.wav,就是把你变成奴隶的罪魁祸首
data/chunk_0173.wav,少看一些什麼慘兮兮的電影也少跟沒有安全感的人待在一起
data/chunk_0174.wav,他们是装满恐惧信念的垃圾车而你呢
data/chunk_0175.wav,要做一个干净明亮的好少年呢
data/chunk_0176.wav,还有你可以试着做一个恐惧保险箱把你害怕的恐惧的事呢写在一张纸上
data/chunk_0177.wav,躺起来告诉自己我担心的事儿呢可能会发生但是我现在要去做我该做的事儿
data/chunk_0178.wav,等这事结束了再回到你那个小保险箱里看一看你会发现
data/chunk_0179.wav,你曾经担心的那些东西几乎都没有发生过
data/chunk_0180.wav,你写过成功日志没有呢这也是帮你找回自信的好方法
data/chunk_0181.wav,那些多牛逼闪闪的过去怎么可能忘记呢最后啊
data/chunk_0182.wav,就是直面你的恐惧
data/chunk_0183.wav,恐懼的家伙呢绝对他是一懦夫
data/chunk_0184.wav,当你接受事情最坏的结果
data/chunk_0185.wav,准备说撸起袖子他娘的大干一场的时候
data/chunk_0186.wav,恐懼这家伙早就逃的无影无踪了
data/chunk_0187.wav,你是个内心缺乏安全感的人吗?
data/chunk_0188.wav,密集在此 還等什麼呀 趕緊
data/chunk_0189.wav,抓紧时间去修炼吧
data/chunk_0190.wav,上帝不是要你成功
data/chunk_0191.wav,只是要你尝试
data/chunk_0192.wav,"赫雷莎修女曾经说过,上帝不是要你成功,只是要你尝试。尝试。"
data/chunk_0193.wav,"總是冒險的,而不常識。"
data/chunk_0194.wav,才是最大的冒险
data/chunk_0195.wav,有一位很虔诚的基督徒每天走进教堂
data/chunk_0196.wav,对上帝祈祷啊主啊我这辈子从来没做过坏事我只有一个愿望请你让我中一张彩票吧
data/chunk_0197.wav,他在世的时候天天祈祷还是一无所获
data/chunk_0198.wav,死了以后上天堂了见到上帝很生气问他说我这么虔诚的祈祷你为什么从来不帮我
data/chunk_0199.wav,上帝很无奈的说哎呀亲爱的信徒我非常乐意帮助你但至少
data/chunk_0200.wav,你得要买一张菜票啊
data/chunk_0201.wav,这位信徒是不是很滑稽
data/chunk_0202.wav,"您先别忙着嘲笑他,想想自己。"
data/chunk_0203.wav,有多少时候也是非得等到机会再开始努力呢?
data/chunk_0204.wav,等到了中奖了才想着我要去买彩票
data/chunk_0205.wav,"为了等待良机,请问你拖延了多少的时间?"
data/chunk_0206.wav,我們的一部分生命就是在這樣的等待當中死去電影
data/chunk_0207.wav,《非污环游记》里边的一对老夫妇他们计划着去梦幻瀑布旅行但是出发的时间一次又一次的延后
data/chunk_0208.wav,理由呢跟咱们都差不多什么没钱呐没时间呐直到老奶奶去世了房屋面临拆迁了老爷爷一怒之下在自己的身体最糟糕经济最窘迫的时候踏上了梦想当中的旅程也到这个时候才发现原来无需等待也无需存钱自己早早的就可以上路说走就走的旅行就来了您是不是
data/chunk_0209.wav,也有跟老爷爷一样的梦想呢想做什么
data/chunk_0210.wav,"就马上从当下开始,与其花时间白白等待,不如大胆地。"
data/chunk_0211.wav,去世上一世
data/chunk_0212.wav,成功就是成長成你自己的樣子
data/chunk_0213.wav,提到成功你会想到什么呢有车有房 年薪百万一旦你开始用金钱
data/chunk_0214.wav,来代表你的成就用价格来代表爱情的话那么好我告诉你
data/chunk_0215.wav,你的生活的幸福离毁灭那就不远了
data/chunk_0216.wav,我们总是容易混淆两个概念一个是价值一个是价格
data/chunk_0217.wav,价值来自于
data/chunk_0218.wav,"社会系统,比如说你的工资水平,学历高低,月薪1000的想升到月薪10000"
data/chunk_0219.wav,"这个学位呢,学士的,想念到术士"
data/chunk_0220.wav,可以说啊价格是驱使人和社会进步的一个强大的动因那好了
data/chunk_0221.wav,价值是什么呢价值是来自于内心的感受每个人
data/chunk_0222.wav,在自己心里都藏着自己的小宝贝
data/chunk_0223.wav,你的抽屜里是不是也藏着一封
data/chunk_0224.wav,年代久远的信呢纸张都发黄了你却视若珍宝对了价值可以让人感受到甜蜜蜜的幸福可惜啊很多时候呢价格和价值它不总是对等的
data/chunk_0225.wav,名牌的衣服不一定好看有钱的男人不一定体贴那么
data/chunk_0226.wav,你要如何去選擇呢
data/chunk_0227.wav,如果在相亲的时候有人告诉你说这个男子很优秀呢才27岁 有车有房
data/chunk_0228.wav,你肯定会很喜欢27岁啊就能买车买房确实很能干证明公司很喜欢他
data/chunk_0229.wav,但公司喜欢他等于你喜欢他吗?
data/chunk_0230.wav,聪明人根据价值选择合适的价格内心的感受比外在的标准更重要
data/chunk_0231.wav,而世界上最可怕的事情莫過於讓價格替我們做了價值的選擇
data/chunk_0232.wav,2000块钱一套衣服贵呀当然贵了但是他不一定就比1000块钱的适合你适合他不一定适合你呀朋友
data/chunk_0233.wav,100万的房子也不见得就比80万的要温馨
data/chunk_0234.wav,百忙之中抽出几分钟来问问自己我适合什么我到底想要什么
data/chunk_0235.wav,所以当你有一份只有在拿到工资单的时候才觉得快乐的工作的时候请你马上辞职吧成功不是一张工资单
data/chunk_0236.wav,而是成长成为你自己的样子
data/chunk_0237.wav,本节目由路上读书授权喜马拉雅 FM 独家播出
